hospital_id,date,occupied_beds,occupied_icu,ventilators_in_use,oxygen_cylinders_available,doctors_on_duty,nurses_on_duty
317,2025-08-10,1406,91,45,122,167,346
317,2025-08-11,1348,95,42,148,130,373
317,2025-08-12,1360,82,41,141,178,517
317,2025-08-13,1356,91,45,129,118,322
317,2025-08-14,1387,95,46,151,139,285
317,2025-08-15,1525,95,52,98,103,285
317,2025-08-16,1424,94,47,146,193,469
317,2025-08-17,1317,89,47,153,87,178
317,2025-08-18,1271,88,47,173,124,267
317,2025-08-19,1383,92,47,134,163,381
317,2025-08-20,1425,97,57,128,151,442
317,2025-08-21,1472,97,50,117,187,539
317,2025-08-22,1519,96,50,104,160,351
317,2025-08-23,1399,90,48,117,158,415
317,2025-08-24,1434,83,41,145,178,382
317,2025-08-25,1330,99,52,160,95,233
317,2025-08-26,1421,96,45,106,172,346
317,2025-08-27,1522,96,54,132,120,286
317,2025-08-28,1513,99,48,92,159,385
317,2025-08-29,1315,90,52,149,183,542
317,2025-08-30,1304,82,45,172,164,394
317,2025-08-31,1272,90,41,165,151,389
317,2025-09-01,1360,94,53,135,164,401
317,2025-09-02,1522,91,48,106,147,395
317,2025-09-03,1414,99,50,123,220,520
317,2025-09-04,1459,90,39,131,91,192
317,2025-09-05,1376,86,49,147,182,466
318,2025-08-07,1404,197,92,483,187,398
318,2025-08-08,1450,188,98,470,151,382
318,2025-08-09,1505,211,112,459,159,463
318,2025-08-10,1413,196,96,501,135,312
318,2025-08-11,1323,203,107,518,122,364
318,2025-08-12,1364,185,109,525,148,407
318,2025-08-13,1356,203,92,502,208,518
318,2025-08-14,1405,202,92,504,156,378
318,2025-08-15,1500,212,105,474,186,507
318,2025-08-16,1399,199,105,521,138,332
318,2025-08-17,1423,198,120,488,113,247
318,2025-08-18,1264,186,91,538,121,302
318,2025-08-19,1439,198,108,496,163,362
318,2025-08-20,1378,209,112,501,111,302
318,2025-08-21,1453,208,112,476,144,404
318,2025-08-22,1415,203,102,495,153,394
318,2025-08-23,1335,201,107,535,162,433
318,2025-08-24,1268,201,104,540,176,379
318,2025-08-25,1324,189,93,491,141,384
318,2025-08-26,1401,196,99,516,160,379
318,2025-08-27,1433,210,113,467,141,418
318,2025-08-28,1463,215,108,509,167,363
318,2025-08-29,1393,201,105,477,141,283
318,2025-08-30,1379,194,107,501,196,479
318,2025-08-31,1292,203,96,526,137,395
318,2025-09-01,1352,199,111,532,186,441
318,2025-09-02,1485,222,103,458,161,452
318,2025-09-03,1446,215,106,477,169,393
318,2025-09-04,1426,195,96,489,129,315
318,2025-09-05,1311,189,101,517,153,336
319,2025-08-07,571,30,16,114,188,458
319,2025-08-08,568,29,14,128,107,218
319,2025-08-09,577,32,16,107,159,473
319,2025-08-10,538,29,13,113,135,279
319,2025-08-11,516,28,14,113,171,427
319,2025-08-12,523,28,13,114,166,421
319,2025-08-13,550,29,14,124,104,226
319,2025-08-14,550,29,14,82,168,499
319,2025-08-15,550,30,16,120,192,441
319,2025-08-16,551,31,15,109,141,370
319,2025-08-17,540,28,14,110,112,230
319,2025-08-18,515,28,14,109,132,296
319,2025-08-19,536,28,13,97,168,340
319,2025-08-20,560,29,14,121,216,617
319,2025-08-21,581,32,16,86,173,419
319,2025-08-22,557,30,13,98,171,379
319,2025-08-23,517,29,14,153,140,318
319,2025-08-24,475,28,16,140,159,475
319,2025-08-25,508,28,13,134,139,318
319,2025-08-26,543,30,15,104,173,498
319,2025-08-27,557,30,15,91,153,424
319,2025-08-28,587,32,16,99,134,320
319,2025-08-29,527,28,13,126,139,300
319,2025-08-30,505,28,13,94,97,244
319,2025-08-31,505,29,14,115,99,231
319,2025-09-01,542,30,15,114,120,292
319,2025-09-02,567,30,16,114,142,334
319,2025-09-03,567,31,14,95,126,376
319,2025-09-04,554,30,15,80,195,399
319,2025-09-05,481,27,13,141,131,328
320,2025-08-07,1461,167,92,541,90,268
320,2025-08-08,1448,188,98,535,200,465
320,2025-08-09,1480,185,92,508,142,314
320,2025-08-10,1415,171,77,545,180,506
320,2025-08-11,1426,168,83,535,113,320
320,2025-08-12,1373,181,83,533,155,325
320,2025-08-13,1352,180,89,541,195,412
320,2025-08-14,1449,176,90,525,106,259
320,2025-08-15,1424,184,85,551,167,500
320,2025-08-16,1434,178,96,539,135,324
320,2025-08-17,1380,173,84,553,171,412
320,2025-08-18,1412,184,105,530,139,390
320,2025-08-19,1438,183,88,507,163,328
320,2025-08-20,1447,181,90,514,137,373
320,2025-08-21,1505,188,103,522,105,268
320,2025-08-22,1542,184,93,493,182,486
320,2025-08-23,1420,181,93,523,119,266
320,2025-08-24,1381,172,80,513,139,405
320,2025-08-25,1423,176,90,538,130,358
320,2025-08-26,1487,173,81,523,187,430
320,2025-08-27,1535,189,87,510,202,531
320,2025-08-28,1561,184,92,501,190,521
320,2025-08-29,1482,176,92,517,104,218
320,2025-08-30,1350,172,89,525,131,299
320,2025-08-31,1347,178,89,551,174,446
320,2025-09-01,1494,172,87,501,122,302
320,2025-09-02,1442,189,86,513,155,433
320,2025-09-03,1468,186,86,502,130,272
320,2025-09-04,1406,174,85,522,134,285
320,2025-09-05,1484,185,91,518,123,346
321,2025-08-07,130,17,11,34,140,345
321,2025-08-08,133,21,12,40,185,428
321,2025-08-09,133,19,11,29,110,232
321,2025-08-10,119,18,9,39,155,388
321,2025-08-11,121,20,11,50,93,209
321,2025-08-12,123,18,9,56,73,159
321,2025-08-13,128,18,9,56,107,317
321,2025-08-14,126,18,10,37,128,307
321,2025-08-15,135,17,9,47,198,527
321,2025-08-16,132,19,10,43,153,377
321,2025-08-17,118,16,7,67,125,263
321,2025-08-18,119,16,8,72,171,458
321,2025-08-19,126,17,8,27,156,459
321,2025-08-20,127,19,12,48,145,346
321,2025-08-21,138,18,8,69,203,422
321,2025-08-22,132,19,10,37,154,378
321,2025-08-23,130,17,10,37,199,494
321,2025-08-24,115,16,9,62,116,249
321,2025-08-25,130,18,10,39,206,585
321,2025-08-26,129,19,10,28,199,529
321,2025-08-27,127,19,11,28,200,478
321,2025-08-28,134,19,9,28,99,215
321,2025-08-29,126,20,12,10,124,346
321,2025-08-30,123,14,7,47,120,250
321,2025-08-31,119,18,9,34,224,523
321,2025-09-01,132,17,10,26,144,307
321,2025-09-02,133,19,9,48,96,219
321,2025-09-03,147,20,10,49,100,291
321,2025-09-04,140,19,11,49,135,307
321,2025-09-05,114,19,10,47,158,453
322,2025-08-07,236,23,9,138,155,460
322,2025-08-08,245,22,9,134,138,368
322,2025-08-09,234,25,12,96,130,323
322,2025-08-10,237,24,11,129,144,301
322,2025-08-11,220,22,9,150,149,366
322,2025-08-12,242,22,11,118,110,257
322,2025-08-13,226,23,10,133,136,292
322,2025-08-14,250,22,8,114,151,379
322,2025-08-15,251,24,10,103,152,432
322,2025-08-16,242,23,9,132,185,422
322,2025-08-17,232,23,9,128,158,444
322,2025-08-18,228,21,9,155,153,385
322,2025-08-19,215,22,9,134,139,282
322,2025-08-20,231,24,12,118,176,482
322,2025-08-21,242,22,10,122,159,369
322,2025-08-22,249,23,11,126,116,246
322,2025-08-23,240,21,9,105,124,326
322,2025-08-24,220,23,12,154,164,460
322,2025-08-25,234,21,9,138,135,307
322,2025-08-26,254,23,11,136,195,406
322,2025-08-27,240,24,9,128,148,413
322,2025-08-28,248,24,11,112,143,395
322,2025-08-29,247,24,9,127,223,498
322,2025-08-30,218,22,10,134,152,367
322,2025-08-31,214,22,10,98,175,500
322,2025-09-01,225,23,9,110,119,289
322,2025-09-02,246,25,10,129,150,407
322,2025-09-03,238,24,9,126,175,434
322,2025-09-04,251,24,9,104,148,397
322,2025-09-05,223,23,11,121,143,419
323,2025-08-07,873,115,66,541,64,181
323,2025-08-08,881,124,85,537,153,420
323,2025-08-09,949,116,78,511,122,260
323,2025-08-10,891,120,74,565,181,477
323,2025-08-11,873,106,66,542,146,294
323,2025-08-12,850,106,70,569,118,295
323,2025-08-13,897,106,62,555,154,369
323,2025-08-14,881,115,74,541,124,276
323,2025-08-15,934,116,69,513,152,383
323,2025-08-16,898,107,77,565,173,488
323,2025-08-17,865,117,69,533,187,443
323,2025-08-18,867,107,73,534,170,400
323,2025-08-19,837,111,67,565,160,430
323,2025-08-20,915,124,86,553,146,300
323,2025-08-21,881,114,69,508,142,362
323,2025-08-22,907,116,70,554,109,219
323,2025-08-23,881,115,74,556,148,324
323,2025-08-24,852,112,70,541,151,362
323,2025-08-25,858,101,67,533,160,424
323,2025-08-26,921,110,68,541,128,358
323,2025-08-27,905,124,79,543,199,401
323,2025-08-28,923,119,73,542,165,405
323,2025-08-29,915,112,70,519,82,245
323,2025-08-30,854,112,74,543,108,227
323,2025-08-31,835,108,57,569,146,389
323,2025-09-01,833,108,73,533,123,306
323,2025-09-02,944,114,62,511,147,313
323,2025-09-03,931,124,72,546,115,335
323,2025-09-04,852,112,68,578,152,392
323,2025-09-05,830,116,79,538,186,527
324,2025-08-07,589,48,31,23,149,326
324,2025-08-08,612,49,29,10,152,426
324,2025-08-09,641,51,30,19,171,354
324,2025-08-10,605,50,33,31,187,499
324,2025-08-11,557,52,33,39,110,244
324,2025-08-12,603,45,28,12,165,438
324,2025-08-13,615,51,33,26,113,228
324,2025-08-14,609,53,27,50,104,283
324,2025-08-15,635,54,35,0,120,344
324,2025-08-16,602,52,32,7,154,332
324,2025-08-17,586,47,32,16,161,397
324,2025-08-18,583,46,33,20,183,515
324,2025-08-19,598,53,31,36,187,445
324,2025-08-20,612,53,36,15,181,525
324,2025-08-21,650,54,31,2,152,351
324,2025-08-22,621,49,31,40,164,329
324,2025-08-23,626,47,30,7,177,508
324,2025-08-24,597,46,30,18,100,239
324,2025-08-25,570,48,28,17,181,376
324,2025-08-26,595,50,33,15,72,194
324,2025-08-27,645,53,35,3,157,326
324,2025-08-28,634,52,31,3,162,477
324,2025-08-29,595,51,32,13,221,630
324,2025-08-30,611,47,30,12,117,317
324,2025-08-31,566,48,32,14,175,401
324,2025-09-01,624,48,29,14,191,449
324,2025-09-02,624,50,34,11,182,517
324,2025-09-03,604,52,32,0,108,253
324,2025-09-04,597,53,35,0,139,336
324,2025-09-05,583,48,32,25,149,352
325,2025-08-07,230,13,8,64,89,181
325,2025-08-08,238,11,6,63,139,319
325,2025-08-09,227,15,8,49,160,347
325,2025-08-10,241,13,7,40,154,379
325,2025-08-11,223,12,7,49,105,265
325,2025-08-12,226,12,8,45,191,470
325,2025-08-13,220,11,5,52,192,480
325,2025-08-14,231,13,7,36,190,529
325,2025-08-15,228,13,7,52,158,467
325,2025-08-16,228,13,7,50,120,301
325,2025-08-17,204,13,7,69,108,277
325,2025-08-18,213,12,6,30,135,275
325,2025-08-19,223,13,7,44,177,382
325,2025-08-20,232,13,7,49,87,234
325,2025-08-21,249,13,7,38,154,361
325,2025-08-22,232,13,8,68,108,241
325,2025-08-23,230,12,7,44,169,441
325,2025-08-24,237,13,8,35,191,536
325,2025-08-25,222,12,7,39,147,435
325,2025-08-26,224,13,9,52,100,282
325,2025-08-27,241,12,6,73,126,264
325,2025-08-28,231,13,7,51,178,437
325,2025-08-29,228,13,7,42,161,474
325,2025-08-30,211,13,7,49,190,545
325,2025-08-31,205,12,6,47,182,371
325,2025-09-01,225,13,8,88,210,500
325,2025-09-02,239,13,8,67,147,405
325,2025-09-03,242,14,8,33,165,452
325,2025-09-04,218,13,7,46,101,203
325,2025-09-05,198,13,7,19,148,306
326,2025-08-07,1491,200,88,792,166,464
326,2025-08-08,1622,198,86,757,151,315
326,2025-08-09,1588,213,102,761,110,317
326,2025-08-10,1415,213,101,820,193,530
326,2025-08-11,1429,210,93,800,187,429
326,2025-08-12,1334,193,77,834,133,357
326,2025-08-13,1396,184,88,818,176,356
326,2025-08-14,1559,206,96,770,143,416
326,2025-08-15,1525,211,84,765,145,332
326,2025-08-16,1504,204,106,803,146,336
326,2025-08-17,1526,186,79,803,145,340
326,2025-08-18,1434,192,77,814,149,305
326,2025-08-19,1495,191,86,794,137,352
326,2025-08-20,1525,194,93,758,139,279
326,2025-08-21,1515,219,90,760,152,421
326,2025-08-22,1547,207,107,787,160,399
326,2025-08-23,1414,196,84,799,164,411
326,2025-08-24,1379,184,85,829,130,358
326,2025-08-25,1395,211,94,807,127,291
326,2025-08-26,1401,222,110,790,113,300
326,2025-08-27,1513,218,87,782,141,334
326,2025-08-28,1486,221,99,801,199,472
326,2025-08-29,1533,203,103,799,163,486
326,2025-08-30,1394,191,91,822,178,377
326,2025-08-31,1430,194,90,796,121,324
326,2025-09-01,1525,181,82,803,138,389
326,2025-09-02,1487,199,93,787,111,262
326,2025-09-03,1602,204,93,773,120,298
326,2025-09-04,1532,204,95,776,127,339
326,2025-09-05,1361,201,89,820,146,435
327,2025-08-07,1204,85,39,196,123,328
327,2025-08-08,1242,88,39,160,127,379
327,2025-08-09,1226,89,36,172,148,398
327,2025-08-10,1205,83,36,159,121,344
327,2025-08-11,1189,78,35,200,152,322
327,2025-08-12,1090,84,41,207,138,289
327,2025-08-13,1180,86,35,165,188,505
327,2025-08-14,1171,93,42,189,160,347
327,2025-08-15,1270,92,41,154,149,376
327,2025-08-16,1216,84,34,170,156,355
327,2025-08-17,1076,84,39,220,225,454
327,2025-08-18,1122,79,40,213,161,377
327,2025-08-19,1152,88,43,214,172,388
327,2025-08-20,1198,88,39,182,153,310
327,2025-08-21,1236,91,44,186,126,326
327,2025-08-22,1174,89,40,191,164,467
327,2025-08-23,1199,88,36,184,168,495
327,2025-08-24,1096,82,40,201,156,412
327,2025-08-25,1096,86,42,171,144,353
327,2025-08-26,1103,85,40,195,97,275
327,2025-08-27,1212,92,36,164,143,349
327,2025-08-28,1187,88,44,164,185,522
327,2025-08-29,1180,88,43,183,178,393
327,2025-08-30,1179,81,35,174,130,379
327,2025-08-31,1118,83,37,176,123,346
327,2025-09-01,1185,81,39,187,140,330
327,2025-09-02,1279,90,46,151,160,446
327,2025-09-03,1226,93,44,154,133,313
327,2025-09-04,1231,88,41,174,140,374
327,2025-09-05,1159,83,39,163,135,312
328,2025-08-07,350,51,28,64,143,393
328,2025-08-08,340,49,27,51,135,372
328,2025-08-09,350,51,28,29,117,244
328,2025-08-10,354,46,25,48,131,341
328,2025-08-11,320,43,24,26,137,326
328,2025-08-12,340,45,22,23,118,246
328,2025-08-13,347,47,27,67,209,540
328,2025-08-14,342,48,24,56,164,359
328,2025-08-15,337,50,25,38,142,314
328,2025-08-16,378,45,28,21,150,438
328,2025-08-17,338,50,24,50,141,340
328,2025-08-18,312,45,26,47,189,529
328,2025-08-19,321,48,23,77,194,431
328,2025-08-20,343,49,25,41,147,415
328,2025-08-21,348,49,30,40,165,388
328,2025-08-22,345,52,27,27,110,292
328,2025-08-23,331,48,25,40,150,440
328,2025-08-24,307,49,30,69,135,333
328,2025-08-25,327,47,28,51,112,334
328,2025-08-26,342,47,27,37,198,558
328,2025-08-27,356,51,30,52,146,350
328,2025-08-28,342,49,29,38,82,181
328,2025-08-29,325,49,28,65,134,351
328,2025-08-30,307,47,27,42,159,355
328,2025-08-31,308,46,26,70,168,426
328,2025-09-01,328,50,27,56,119,285
328,2025-09-02,345,55,32,50,117,254
328,2025-09-03,338,52,29,68,168,459
328,2025-09-04,347,48,29,40,126,374
328,2025-09-05,323,50,27,46,137,355
329,2025-08-07,1490,162,69,630,155,390
329,2025-08-08,1626,166,84,591,114,283
329,2025-08-09,1534,159,74,616,166,488
329,2025-08-10,1488,164,73,607,138,352
329,2025-08-11,1495,156,71,638,108,294
329,2025-08-12,1491,143,60,626,111,324
329,2025-08-13,1405,152,67,652,158,441
329,2025-08-14,1537,162,68,617,120,242
329,2025-08-15,1579,170,87,601,112,246
329,2025-08-16,1529,164,71,600,144,339
329,2025-08-17,1426,148,65,599,182,536
329,2025-08-18,1404,145,56,630,138,375
329,2025-08-19,1477,154,60,621,140,404
329,2025-08-20,1581,155,66,609,143,403
329,2025-08-21,1577,157,74,599,160,366
329,2025-08-22,1404,172,84,662,187,542
329,2025-08-23,1435,159,66,634,144,357
329,2025-08-24,1345,153,64,653,111,314
329,2025-08-25,1402,149,70,614,146,390
329,2025-08-26,1482,162,69,634,186,509
329,2025-08-27,1596,164,64,583,121,329
329,2025-08-28,1503,169,71,592,178,442
329,2025-08-29,1430,150,67,640,213,522
329,2025-08-30,1406,156,70,644,177,439
329,2025-08-31,1443,141,56,589,170,474
329,2025-09-01,1428,152,63,618,134,383
329,2025-09-02,1560,159,73,589,144,407
329,2025-09-03,1526,162,70,593,152,411
329,2025-09-04,1463,166,74,623,168,426
329,2025-09-05,1414,152,60,618,88,178
330,2025-08-07,297,28,13,69,142,352
330,2025-08-08,323,31,15,54,198,571
330,2025-08-09,316,31,16,52,169,472
330,2025-08-10,296,30,15,79,183,462
330,2025-08-11,279,30,17,70,178,364
330,2025-08-12,303,29,13,39,136,369
330,2025-08-13,305,29,13,112,124,249
330,2025-08-14,309,30,15,80,139,344
330,2025-08-15,315,32,16,49,165,398
330,2025-08-16,308,32,14,30,194,485
330,2025-08-17,298,27,13,100,128,382
330,2025-08-18,292,30,12,60,113,299
330,2025-08-19,306,28,15,57,117,239
330,2025-08-20,315,28,15,86,180,373
330,2025-08-21,311,32,17,68,81,165
330,2025-08-22,323,32,16,87,156,450
330,2025-08-23,284,27,13,84,184,457
330,2025-08-24,302,30,16,56,91,264
330,2025-08-25,283,27,13,80,131,293
330,2025-08-26,307,30,14,66,166,362
330,2025-08-27,323,31,15,62,124,277
330,2025-08-28,302,31,15,69,169,420
330,2025-08-29,307,31,15,67,137,364
330,2025-08-30,295,28,14,84,168,386
330,2025-08-31,287,30,16,94,143,301
330,2025-09-01,305,30,15,75,184,451
330,2025-09-02,310,32,17,57,109,315
330,2025-09-03,321,32,15,64,118,261
330,2025-09-04,296,32,16,89,179,495
330,2025-09-05,293,28,16,96,169,371
331,2025-08-07,272,34,16,123,153,338
331,2025-08-08,282,33,19,112,128,268
331,2025-08-09,300,36,22,130,105,240
331,2025-08-10,275,32,17,107,142,326
331,2025-08-11,284,31,21,142,143,325
331,2025-08-12,267,34,21,138,213,443
331,2025-08-13,272,34,22,102,152,321
331,2025-08-14,294,34,20,126,173,417
331,2025-08-15,280,35,19,114,201,526
331,2025-08-16,288,31,20,132,161,401
331,2025-08-17,286,32,19,104,74,178
331,2025-08-18,259,33,19,105,174,371
331,2025-08-19,270,32,19,131,119,282
331,2025-08-20,301,29,16,107,131,305
331,2025-08-21,294,37,22,102,203,465
331,2025-08-22,299,31,16,102,145,394
331,2025-08-23,280,34,17,119,86,254
331,2025-08-24,253,31,17,131,192,557
331,2025-08-25,273,33,17,124,152,397
331,2025-08-26,282,34,19,147,136,394
331,2025-08-27,287,34,16,130,165,470
331,2025-08-28,320,34,19,118,134,375
331,2025-08-29,281,34,22,122,184,525
331,2025-08-30,282,31,21,101,125,349
331,2025-08-31,255,31,16,117,111,228
331,2025-09-01,294,31,19,113,129,337
331,2025-09-02,290,35,18,103,118,332
331,2025-09-03,296,36,21,124,110,313
331,2025-09-04,286,32,17,139,141,351
331,2025-09-05,271,34,20,119,125,282
332,2025-08-07,486,44,23,247,144,303
332,2025-08-08,510,49,26,196,170,369
332,2025-08-09,502,52,32,217,169,381
332,2025-08-10,505,52,30,186,130,274
332,2025-08-11,487,42,21,216,157,320
332,2025-08-12,506,47,27,207,142,385
332,2025-08-13,486,48,28,207,173,475
332,2025-08-14,524,46,21,203,174,366
332,2025-08-15,523,46,23,215,181,518
332,2025-08-16,494,49,24,227,128,276
332,2025-08-17,482,44,24,243,118,268
332,2025-08-18,477,44,23,248,121,330
332,2025-08-19,454,45,24,250,100,206
332,2025-08-20,516,50,25,205,138,364
332,2025-08-21,515,50,24,230,121,262
332,2025-08-22,514,48,26,203,115,249
332,2025-08-23,519,45,25,224,152,323
332,2025-08-24,441,42,26,236,163,403
332,2025-08-25,475,45,25,205,141,386
332,2025-08-26,502,50,30,228,116,234
332,2025-08-27,537,48,29,208,121,247
332,2025-08-28,518,48,25,191,200,489
332,2025-08-29,491,46,24,210,181,540
332,2025-08-30,464,44,26,233,121,299
332,2025-08-31,445,48,27,229,111,284
332,2025-09-01,519,49,25,230,116,248
332,2025-09-02,511,47,22,230,165,363
332,2025-09-03,510,52,23,218,144,423
332,2025-09-04,485,48,28,225,108,280
332,2025-09-05,481,44,25,211,117,334
333,2025-08-07,1302,104,53,558,171,451
333,2025-08-08,1418,113,57,515,118,279
333,2025-08-09,1436,108,62,555,118,334
333,2025-08-10,1340,116,72,577,147,411
333,2025-08-11,1319,104,57,565,113,253
333,2025-08-12,1317,105,51,554,110,290
333,2025-08-13,1346,106,57,562,185,553
333,2025-08-14,1348,110,58,554,172,502
333,2025-08-15,1361,114,65,547,121,321
333,2025-08-16,1371,112,57,526,119,314
333,2025-08-17,1306,102,58,564,185,491
333,2025-08-18,1315,103,53,584,168,384
333,2025-08-19,1260,113,57,577,157,432
333,2025-08-20,1356,111,60,542,151,309
333,2025-08-21,1425,119,62,506,122,255
333,2025-08-22,1438,111,54,502,186,392
333,2025-08-23,1312,113,64,538,114,259
333,2025-08-24,1214,98,49,563,165,421
333,2025-08-25,1393,107,61,530,171,411
333,2025-08-26,1328,118,60,536,114,273
333,2025-08-27,1418,107,60,545,117,277
333,2025-08-28,1414,112,59,561,148,343
333,2025-08-29,1249,107,58,579,192,435
333,2025-08-30,1304,107,55,542,118,349
333,2025-08-31,1280,99,53,563,141,344
333,2025-09-01,1339,104,54,540,191,387
333,2025-09-02,1350,108,66,539,145,305
333,2025-09-03,1439,110,66,498,120,260
333,2025-09-04,1371,106,53,557,202,431
333,2025-09-05,1305,107,54,549,140,352
334,2025-08-07,290,19,9,92,118,330
334,2025-08-08,313,22,11,113,123,329
334,2025-08-09,324,19,9,87,223,502
334,2025-08-10,308,20,10,114,194,398
334,2025-08-11,267,20,10,113,173,423
334,2025-08-12,271,19,10,133,121,334
334,2025-08-13,294,19,8,112,164,391
334,2025-08-14,319,20,9,133,157,382
334,2025-08-15,303,21,10,112,164,489
334,2025-08-16,300,19,8,123,153,448
334,2025-08-17,283,18,8,121,190,474
334,2025-08-18,284,19,9,117,143,324
334,2025-08-19,295,18,8,106,165,405
334,2025-08-20,297,19,9,111,145,374
334,2025-08-21,294,21,10,112,141,380
334,2025-08-22,308,19,9,99,163,486
334,2025-08-23,292,19,9,119,156,346
334,2025-08-24,296,19,9,101,149,443
334,2025-08-25,283,18,8,113,140,361
334,2025-08-26,297,19,8,124,140,311
334,2025-08-27,314,21,10,105,192,467
334,2025-08-28,308,21,10,119,156,313
334,2025-08-29,308,17,8,94,164,387
334,2025-08-30,280,19,9,126,168,383
334,2025-08-31,275,19,9,103,177,440
334,2025-09-01,295,19,9,114,138,326
334,2025-09-02,316,22,10,116,146,377
334,2025-09-03,315,20,9,86,157,405
334,2025-09-04,305,20,9,103,184,448
334,2025-09-05,297,20,10,125,185,492
335,2025-08-07,1044,107,62,274,147,351
335,2025-08-08,1097,113,56,258,140,285
335,2025-08-09,1120,112,59,247,151,384
335,2025-08-10,1074,106,61,256,122,259
335,2025-08-11,1040,105,58,252,129,289
335,2025-08-12,1003,108,64,290,130,334
335,2025-08-13,1104,101,51,244,222,589
335,2025-08-14,1084,111,69,272,140,358
335,2025-08-15,1155,115,64,255,75,223
335,2025-08-16,1048,112,66,273,124,271
335,2025-08-17,1066,95,60,251,169,390
335,2025-08-18,985,93,52,301,162,427
335,2025-08-19,1021,101,48,280,154,337
335,2025-08-20,1061,118,65,257,135,331
335,2025-08-21,1149,111,62,253,150,336
335,2025-08-22,1095,109,62,248,211,496
335,2025-08-23,1033,98,55,271,169,400
335,2025-08-24,1011,104,55,261,152,445
335,2025-08-25,1026,103,61,282,147,357
335,2025-08-26,1053,101,60,287,145,427
335,2025-08-27,1167,111,65,243,168,422
335,2025-08-28,1098,113,62,250,142,379
335,2025-08-29,1086,101,56,251,148,304
335,2025-08-30,1019,100,65,288,85,217
335,2025-08-31,1006,106,63,264,155,336
335,2025-09-01,993,102,53,290,164,392
335,2025-09-02,1048,105,60,261,161,441
335,2025-09-03,1148,108,60,215,170,377
335,2025-09-04,1100,109,64,277,118,254
335,2025-09-05,1052,99,45,279,190,484
336,2025-08-07,834,45,21,171,176,518
336,2025-08-08,895,51,24,151,129,337
336,2025-08-09,887,50,25,144,120,350
336,2025-08-10,853,51,25,158,140,413
336,2025-08-11,786,45,20,198,111,329
336,2025-08-12,829,41,17,174,139,353
336,2025-08-13,801,46,20,181,104,257
336,2025-08-14,842,51,26,147,147,319
336,2025-08-15,893,52,21,184,177,426
336,2025-08-16,882,50,25,154,177,409
336,2025-08-17,810,46,21,167,129,281
336,2025-08-18,802,47,21,165,154,422
336,2025-08-19,834,47,22,177,164,354
336,2025-08-20,832,47,19,144,92,256
336,2025-08-21,929,53,23,156,184,497
336,2025-08-22,873,49,24,149,176,504
336,2025-08-23,811,45,22,189,166,491
336,2025-08-24,829,48,24,167,168,336
336,2025-08-25,797,47,23,171,145,305
336,2025-08-26,894,48,19,147,154,342
336,2025-08-27,907,48,22,146,172,461
336,2025-08-28,905,52,23,134,169,503
336,2025-08-29,868,50,21,166,202,603
336,2025-08-30,806,49,24,180,172,475
336,2025-08-31,765,45,19,187,143,351
336,2025-09-01,855,48,26,147,134,332
336,2025-09-02,865,48,20,163,139,405
336,2025-09-03,913,50,21,152,198,558
336,2025-09-04,871,52,26,159,165,468
336,2025-09-05,810,48,24,152,107,319
337,2025-08-07,865,51,25,430,174,513
337,2025-08-08,951,50,20,430,104,305
337,2025-08-09,884,52,28,435,133,383
337,2025-08-10,886,53,26,441,184,398
337,2025-08-11,877,43,22,436,148,432
337,2025-08-12,816,53,28,453,103,283
337,2025-08-13,839,49,25,439,167,346
337,2025-08-14,955,53,29,425,136,364
337,2025-08-15,912,49,26,410,133,352
337,2025-08-16,902,48,23,422,143,380
337,2025-08-17,832,50,27,461,147,379
337,2025-08-18,784,46,23,449,166,337
337,2025-08-19,853,45,26,450,138,323
337,2025-08-20,876,54,29,449,145,377
337,2025-08-21,918,54,29,429,123,338
337,2025-08-22,869,50,21,456,151,409
337,2025-08-23,834,49,22,433,134,401
337,2025-08-24,874,48,23,438,129,313
337,2025-08-25,831,51,26,445,165,398
337,2025-08-26,863,56,26,413,145,325
337,2025-08-27,935,50,25,412,104,282
337,2025-08-28,867,50,25,440,148,304
337,2025-08-29,842,50,22,446,134,318
337,2025-08-30,866,48,24,433,175,457
337,2025-08-31,867,51,27,454,163,479
337,2025-09-01,908,51,26,462,152,435
337,2025-09-02,933,53,28,440,143,371
337,2025-09-03,926,53,23,404,83,183
337,2025-09-04,916,52,25,426,175,361
337,2025-09-05,815,51,26,451,159,373
338,2025-08-07,170,22,11,66,131,386
338,2025-08-08,171,26,15,79,182,491
338,2025-08-09,168,26,13,66,152,345
338,2025-08-10,168,24,13,41,86,210
338,2025-08-11,163,20,9,74,176,515
338,2025-08-12,142,20,10,82,124,361
338,2025-08-13,159,22,11,79,140,337
338,2025-08-14,162,23,9,77,136,371
338,2025-08-15,168,24,12,48,110,228
338,2025-08-16,163,25,13,71,133,291
338,2025-08-17,152,24,14,74,184,494
338,2025-08-18,156,22,12,88,117,329
338,2025-08-19,158,23,13,88,164,375
338,2025-08-20,173,24,12,79,168,342
338,2025-08-21,172,26,12,78,134,378
338,2025-08-22,171,25,13,69,133,368
338,2025-08-23,153,23,14,99,201,424
338,2025-08-24,149,22,12,87,122,343
338,2025-08-25,163,22,13,73,161,403
338,2025-08-26,172,23,10,59,143,360
338,2025-08-27,172,24,12,48,184,415
338,2025-08-28,170,24,11,78,127,363
338,2025-08-29,169,24,14,71,93,202
338,2025-08-30,148,23,11,73,114,290
338,2025-08-31,159,22,10,55,134,307
